row_id,attacker_model,img1,img2,dataset,attack_type,att_path
3,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0076_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0080_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_eed4348c.png
5,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0204_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0070_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_8080bf2d.png
17,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0036_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0087_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_4e75f8d5.png
19,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0012_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0101_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_0a2971f1.png
21,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0183_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0113_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_dd08713b.png
6,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_8.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_3518ade4.png
9,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_ba142d18.png
15,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_e32617c2.png
16,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_032ebb46.png
23,GhostFaceNet,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_4c69aea3.png
18,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r18_092809_to_108708_dodging_attack_9b796425.png
27,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r27_023869_to_024923_dodging_attack_66f23579.png
28,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r28_130980_to_147767_dodging_attack_867d0969.png
30,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r30_042909_to_048579_dodging_attack_03fa59c0.png
33,GhostFaceNet,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r33_169016_to_171037_dodging_attack_c0a134d1.png
1,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_a41d435a.png
4,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0348_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_082d47e8.png
7,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0058_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0081_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_d07ce06b.png
10,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0022_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0076_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_73890159.png
11,GhostFaceNet,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0176_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0335_03.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\GhostFaceNet\ATT\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_3fc350ec.png
