row_id,attacker_model,img1,img2,dataset,attack_type,att_path
21,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0183_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0113_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_2eccec04.png
6,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_8.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_80d7d218.png
9,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_cc541038.png
15,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_a8fe6448.png
16,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_1b8b5e9b.png
23,Facenet512,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_17fd1a65.png
18,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r18_092809_to_108708_dodging_attack_1743799e.png
27,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r27_023869_to_024923_dodging_attack_0614cc79.png
28,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r28_130980_to_147767_dodging_attack_4bee9074.png
30,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/042909.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/048579.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r30_042909_to_048579_dodging_attack_e02582e9.png
33,Facenet512,/content/face_module/dataset_extractedfaces/celeba_pairs/169016.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/171037.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r33_169016_to_171037_dodging_attack_314150e4.png
1,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0113_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0122_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r1_n000007_0113_01_to_n000007_0122_01_dodging_attack_c7523a90.png
4,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0256_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0348_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r4_n000008_0256_01_to_n000008_0348_01_dodging_attack_ef6ad160.png
7,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0058_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000010_0081_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r7_n000010_0058_01_to_n000010_0081_01_dodging_attack_213192a4.png
10,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0022_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0076_01.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r10_n000005_0022_01_to_n000005_0076_01_dodging_attack_4a47cd86.png
11,Facenet512,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0176_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0335_03.jpg,vggface2_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\Facenet512\ATT\adv_r11_n000007_0176_01_to_n000007_0335_03_dodging_attack_9189710f.png
