row_id,attacker_model,img1,img2,dataset,attack_type,pgd_path,mi_fgsm_path,ti_fgsm_path,si_ni_fgsm_path,mi_admix_di_ti_path,att_path
3,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0076_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000005_0080_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_479b3748.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_ec2cc17b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_f4ab2b16.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_be5f4618.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_0f0ec1e2.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r3_n000007_0076_01_to_n000005_0080_01_impersonation_attack_12a84400.png
5,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000004_0204_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000002_0070_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_61675e5f.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_4863973d.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_b9b34cf5.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_6d59a69b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_29a7fc21.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r5_n000004_0204_01_to_n000002_0070_01_impersonation_attack_fc4b748c.png
17,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000016_0036_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0087_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_508273a7.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_39c2215b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_c78894b2.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_00908b60.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_60877438.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r17_n000016_0036_01_to_n000012_0087_01_impersonation_attack_b98dc00f.png
19,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000007_0012_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000008_0101_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_6f9f32f9.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_06932074.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_26472a14.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_3c52bc5f.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_b62167fb.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r19_n000007_0012_01_to_n000008_0101_01_impersonation_attack_d2cba36e.png
21,ArcFace,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000012_0183_01.jpg,/content/face_module/dataset_extractedfaces/vggface2_pairs/n000014_0113_01.jpg,vggface2_pairs,impersonation_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_180a36bc.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_03051efa.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_758a049d.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_99bf31bc.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_6993932e.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r21_n000012_0183_01_to_n000014_0113_01_impersonation_attack_9cfe8a3b.png
6,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_7.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Luiz Inacio Lula da Silva_8.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_c98af685.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_7f725219.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_893a38aa.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_13a302ce.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_37d909a5.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r6_Luiz_Inacio_Lula_da_Silva_7_to_Luiz_Inacio_Lula_da_Silva_8_dodging_attack_349765af.png
9,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_75.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_76.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_724b1a9b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_d4021e0b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_382668a9.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_98ffc716.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_5fee7528.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r9_Colin_Powell_75_to_Colin_Powell_76_dodging_attack_e9129a91.png
15,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_518.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/George W Bush_519.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_7ae45991.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_864ad0a3.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_9f39c34b.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_e251ecce.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_97318921.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r15_George_W_Bush_518_to_George_W_Bush_519_dodging_attack_73a608e1.png
16,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_24.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Colin Powell_25.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_67e30ecf.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_ab468a7e.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_a19e02d3.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_a8ab82f9.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_1eb730b7.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r16_Colin_Powell_24_to_Colin_Powell_25_dodging_attack_fd829b72.png
23,ArcFace,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_5.jpg,/content/face_module/dataset_extractedfaces/lfw_pairs/Tom Daschle_6.jpg,lfw_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_9e9389a2.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_c3a1ab2e.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_60e792b3.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_8ed23362.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_526db547.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r23_Tom_Daschle_5_to_Tom_Daschle_6_dodging_attack_09461a91.png
18,ArcFace,/content/face_module/dataset_extractedfaces/celeba_pairs/092809.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/108708.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r18_092809_to_108708_dodging_attack_56cbdab0.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r18_092809_to_108708_dodging_attack_33420f1f.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r18_092809_to_108708_dodging_attack_f04b985c.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r18_092809_to_108708_dodging_attack_252bcf58.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r18_092809_to_108708_dodging_attack_05dab351.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r18_092809_to_108708_dodging_attack_20de3538.png
27,ArcFace,/content/face_module/dataset_extractedfaces/celeba_pairs/023869.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/024923.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r27_023869_to_024923_dodging_attack_d899c1cd.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r27_023869_to_024923_dodging_attack_d65c8ae7.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r27_023869_to_024923_dodging_attack_0d40f34e.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r27_023869_to_024923_dodging_attack_c880423f.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r27_023869_to_024923_dodging_attack_4f42c531.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r27_023869_to_024923_dodging_attack_0b1ac7a7.png
28,ArcFace,/content/face_module/dataset_extractedfaces/celeba_pairs/130980.jpg,/content/face_module/dataset_extractedfaces/celeba_pairs/147767.jpg,celeba_pairs,dodging_attack,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\PGD\adv_r28_130980_to_147767_dodging_attack_cb5d6a9d.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_FGSM\adv_r28_130980_to_147767_dodging_attack_2abb4fa1.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\TI_FGSM\adv_r28_130980_to_147767_dodging_attack_12cb4ea6.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\SI_NI_FGSM\adv_r28_130980_to_147767_dodging_attack_b48d9c40.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\MI_ADMIX_DI_TI\adv_r28_130980_to_147767_dodging_attack_182b9ad8.png,C:\Users\kesha\transferattacktInterns\generated_outputs\ArcFace\ATT\adv_r28_130980_to_147767_dodging_attack_79db84fa.png
